"DeviceId","SystemName","OrganizationId","CollectedUtc","Privilege","Trustee","SID"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeNetworkLogonRight","Everyone","S-1-1-0"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeNetworkLogonRight","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeNetworkLogonRight","BUILTIN\Users","S-1-5-32-545"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeNetworkLogonRight","BUILTIN\Backup Operators","S-1-5-32-551"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeBackupPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeBackupPrivilege","BUILTIN\Backup Operators","S-1-5-32-551"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","Everyone","S-1-1-0"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","NT AUTHORITY\LOCAL SERVICE","S-1-5-19"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","NT AUTHORITY\NETWORK SERVICE","S-1-5-20"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","BUILTIN\Users","S-1-5-32-545"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeChangeNotifyPrivilege","BUILTIN\Backup Operators","S-1-5-32-551"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSystemtimePrivilege","NT AUTHORITY\LOCAL SERVICE","S-1-5-19"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSystemtimePrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeCreatePagefilePrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeDebugPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeRemoteShutdownPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeAuditPrivilege","NT AUTHORITY\LOCAL SERVICE","S-1-5-19"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeAuditPrivilege","NT AUTHORITY\NETWORK SERVICE","S-1-5-20"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeIncreaseQuotaPrivilege","NT AUTHORITY\LOCAL SERVICE","S-1-5-19"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeIncreaseQuotaPrivilege","NT AUTHORITY\NETWORK SERVICE","S-1-5-20"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeIncreaseQuotaPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeIncreaseBasePriorityPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeIncreaseBasePriorityPrivilege","S-1-5-90-0","S-1-5-90-0"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeLoadDriverPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeBatchLogonRight","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeBatchLogonRight","BUILTIN\Backup Operators","S-1-5-32-551"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeBatchLogonRight","BUILTIN\Performance Log Users","S-1-5-32-559"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeServiceLogonRight","NT SERVICE\ALL SERVICES","S-1-5-80-0"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeServiceLogonRight","NT SERVICE\himds","S-1-5-80-4215458991-2034252225-2287069555-1155419622-2701885083"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeServiceLogonRight","NT VIRTUAL MACHINE\Virtual Machines","S-1-5-83-0"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeInteractiveLogonRight","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSecurityPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSystemEnvironmentPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeProfileSingleProcessPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSystemProfilePrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeSystemProfilePrivilege","NT SERVICE\WdiServiceHost","S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeAssignPrimaryTokenPrivilege","NT AUTHORITY\LOCAL SERVICE","S-1-5-19"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeAssignPrimaryTokenPrivilege","NT AUTHORITY\NETWORK SERVICE","S-1-5-20"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeRestorePrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeRestorePrivilege","BUILTIN\Backup Operators","S-1-5-32-551"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeShutdownPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeTakeOwnershipPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeDenyBatchLogonRight","BUILTIN\Guests","S-1-5-32-546"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeDenyServiceLogonRight","BUILTIN\Guests","S-1-5-32-546"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeDenyInteractiveLogonRight","BUILTIN\Guests","S-1-5-32-546"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeUndockPrivilege","BUILTIN\Administrators","S-1-5-32-544"
"353","ML1HWHYPERV01","54","9/14/2026 10:48:27 PM","SeManageVolumePrivilege","BUILTIN\Administrators","S-1-5-32-544"
